0 20.365173728796137
50 -26.817054541114736
100 -27.422820834752013
150 -27.61280119461533
200 -27.708674515278965
250 -27.769940752175188
300 -27.81568514883815
350 -27.854062548926514
400 -27.889234141725282
450 -27.92361167657166
500 -27.95873671988231
550 -27.995664468485188
600 -28.035139256702898
650 -28.077675759085253
700 -28.123599303340846
750 -28.173073368566953
800 -28.22612835798072
850 -28.28269600042096
900 -28.342647312931582
950 -28.405829310003192
1000 -28.472095946564195
1050 -28.541330576567397
1100 -28.613459115072608
1150 -28.688454478282893
1200 -28.766333680155913
1250 -28.847149345928862
1300 -28.930977556393664
1350 -29.017903998708654
1400 -29.10801039248769
1450 -29.201362998917645
1500 -29.298004599056803
1550 -29.39795063152684
1600 -29.501189344312497
1650 -29.607685070129925
1700 -29.717383282975085
1750 -29.830216017041028
1800 -29.946106478627136
1850 -30.064972127514828
1900 -30.186725998080412
1950 -30.31127644767932
2000 -30.438525786139543
2050 -30.568368340640994
2100 -30.700688477094683
2150 -30.835358983492217
2200 -30.972240067814425
2250 -31.111179065409303
2300 -31.25201081415007
2350 -31.394558563707413
2400 -31.538635253280404
2450 -31.684045017304708
2500 -31.83058483763261
2550 -31.978046320086264
2600 -32.12621760690355
2650 -32.27488543720432
2700 -32.42383734601742
2750 -32.572863966208054
2800 -32.72176137895952
2850 -32.87033344904154
2900 -33.01839407596765
2950 -33.16576928685036
3000 -33.31229909192594
3050 -33.45783902427824
3100 -33.602261296255335
3150 -33.745455527637304
3200 -33.887329031205155
3250 -34.02780667356559
3300 -34.16683035665348
3350 -34.30435818431519
3400 -34.440363387661115
3450 -34.57483308344274
3500 -34.70776693347999
3550 -34.83917576212647
3600 -34.969080174616636
3650 -35.0975092033513
3700 -35.224498993141424
3750 -35.35009152159335
3800 -35.47433333865955
3850 -35.59727430128555
3900 -35.7189662762182
3950 -35.83946178722988
4000 -35.958812592664266
4050 -36.077068195184864
4100 -36.19427430700213
4150 -36.31047131867682
4200 -36.425692844496794
4250 -36.53996443771184
4300 -36.65330257915733
4350 -36.765714038118325
4400 -36.87719568208506
4450 -36.98773477356404
4500 -37.097309742951815
4550 -37.205891375624354
4600 -37.31344430877378
4650 -37.41992870709195
4700 -37.525301979922375
4750 -37.629520414898764
4800 -37.73254062942784
4850 -37.834320774874314
4900 -37.934821462398816
4950 -38.03400640916007
5000 -38.13184282626638
5050 -38.22830158466206
5100 -38.3233572026607
5150 -38.41698770042828
5200 -38.50917436396034
5250 -38.59990145551441
5300 -38.68915590038377
5350 -38.776926972432605
5400 -38.8632059938205
5450 -38.94798605845146
5500 -39.031261784267514
5550 -39.11302909668031
5600 -39.193285044058285
5650 -39.27202764590815
5700 -39.34925577471919
5750 -39.42496907285519
5800 -39.49916790593045
5850 -39.57185335350576
5900 -39.64302723660974
5950 -39.71269217966599
6000 -39.78085170218686
6050 -39.847510333465
6100 -39.91267374182757
6150 -39.9763488690985
6200 -40.03854406088138
6250 -40.09926918411038
6300 -40.158535724869026
6350 -40.2163568615038
6400 -40.272747510289896
6450 -40.32772434308241
6500 -40.38130577830658
6550 -40.43351194817289
6600 -40.48436464608746
6650 -40.53388725886844
6700 -40.582104688620426
6750 -40.629043269037496
6800 -40.674730680585995
6850 -40.71919586854584
6900 -40.762468967342684
6950 -40.80458123404566
7000 -40.845564993390795
7050 -40.885453596254514
7100 -40.92428139317423
7150 -40.96208372430967
7200 -40.99889692717146
7250 -41.034758363517824
7300 -41.06970646704137
7350 -41.10378081384013
7400 -41.1370222181992
7450 -41.169472856913785
7500 -41.20117642628282
7550 -41.232178337022475
7600 -41.26252595372891
7650 -41.29226888720338
7700 -41.321459349983186
7750 -41.35015258782619
7800 -41.378407402652115
7850 -41.406286785416206
7900 -41.43385868020961
7950 -41.461196902722925
8000 -41.48838223539552
8050 -41.51550371488031
8100 -41.542660108955296
8150 -41.569961539256255
8200 -41.597531125628535
8250 -41.62550637996926
8300 -41.65403982368464
8350 -41.683297901292754
8400 -41.71345669795719
8450 -41.74469233026429
8500 -41.777163507596924
8550 -41.810984412649404
8600 -41.846188828566724
8650 -41.88269198237771
8700 -41.92026325924798
8750 -41.95852567349882
8800 -41.996991019523385
8850 -42.03512376715969
8900 -42.072412426959275
8950 -42.1084254121
9000 -42.14283939579113
9050 -42.17544184784395
9100 -42.20611712358041
9150 -42.23482596669059
9200 -42.26158506531555
9250 -42.28644977269586
9300 -42.309500744995475
9350 -42.33083411150008
9400 -42.35055443809496
9450 -42.36876976342229
9500 -42.385588130484976
9550 -42.40111518999521
9600 -42.415452576189836
9650 -42.42869684566395
9700 -42.44093883114352
9750 -42.452263303169595
9800 -42.462748860235905
9850 -42.472467986891964
9900 -42.48148723289096
9950 -42.48986747660546
10000 -42.49766424383115
10050 -42.504928059435706
10100 -42.51170481448179
10150 -42.51803613570048
10200 -42.523959747667014
10250 -42.52950982084964
10300 -42.53471730095569
10350 -42.53961021677017
10400 -42.54421396504466
10450 -42.54855157201767
10500 -42.55264393189254
10550 -42.55651002312079
10600 -42.56016710368448
10650 -42.563630886780636
10700 -42.56691569841788
10750 -42.57003461846645
10800 -42.57299960668058
10850 -42.57582161515242
10900 -42.57851068857389
10950 -42.581076053585406
11000 -42.58352619838714
11050 -42.585868943683145
11100 -42.58811150592608
11150 -42.59026055373239
11200 -42.59232225824533
11250 -42.59430233813906
11300 -42.59620609987886
11350 -42.59803847378252
11400 -42.59980404636458
11450 -42.601507089388726
11500 -42.603151586003094
11550 -42.604741254288825
11600 -42.6062795685125
11650 -42.60776977833845
11700 -42.609214926226265
11750 -42.61061786321174
11800 -42.61198126324612
11850 -42.61330763624746
11900 -42.614599340000005
11950 -42.615858591021365
12000 -42.61708747450342
12050 -42.618287953420634
12100 -42.619461876888565
12150 -42.62061098784628
12200 -42.62173693012787
12250 -42.62284125498103
12300 -42.62392542708453
12350 -42.62499083011045
12400 -42.62603877187249
12450 -42.6270704890971
12500 -42.62808715185035
12550 -42.62908986765026
12600 -42.630079685291015
12650 -42.63105759840324
12700 -42.63202454877172
12750 -42.63298142943026
12800 -42.63392908755123
12850 -42.63486832714592
12900 -42.63579991159011
12950 -42.63672456598822
13000 -42.63764297938796
13050 -42.63855580685665
13100 -42.63946367142891
13150 -42.640367165935345
13200 -42.64126685472032
13250 -42.64216327525661
13300 -42.643056939664184
13350 -42.64394833613939
13400 -42.64483793030081
13450 -42.645726166457194
13500 -42.64661346880253
13550 -42.64750024254318
13600 -42.648386874961375
13650 -42.64927373641895
13700 -42.65016118130543
13750 -42.65104954893365
13800 -42.651939164386306
13850 -42.65283033931644
13900 -42.653723372704604
13950 -42.654618551575396
14000 -42.655516151675755
14050 -42.656416438117276
14100 -42.6573196659847
14150 -42.658226080912584
14200 -42.65913591963188
14250 -42.66004941048831
14300 -42.66096677393407
14350 -42.661888222994385
14400 -42.662813963710335
14450 -42.66374419555932
14500 -42.664679111854426
14550 -42.66561890012376
14600 -42.66656374247103
14650 -42.66751381591823
14700 -42.66846929273153
14750 -42.669430340731324
14800 -42.6703971235871
14850 -42.67136980109824
14900 -42.67234852946123
14950 -42.67333346152432
15000 -42.67432474703001
15050 -42.67532253284628
15100 -42.676326963187044
15150 -42.67733817982244
15200 -42.67835632227958
15250 -42.67938152803424
15300 -42.68041393269395
15350 -42.68145367017314
15400 -42.68250087286063
15450 -42.68355567178001
15500 -42.68461819674329
15550 -42.685688576498315
15600 -42.68676693887019
15650 -42.687853410897304
15700 -42.688948118962074
15750 -42.69005118891704
15800 -42.691162746206416
15850 -42.69228291598358
15900 -42.69341182322479
15950 -42.69454959283943
16000 -42.695696349777066
16050 -42.696852219131785
16100 -42.69801732624384
16150 -42.69919179679913
16200 -42.70037575692665
16250 -42.701569333294344
16300 -42.702772653203446
16350 -42.703985844681675
16400 -42.705209036575646
16450 -42.70644235864258
16500 -42.70768594164166
16550 -42.708939917425255
16600 -42.710204419030376
16650 -42.71147958077043
16700 -42.71276553832753
16750 -42.71406242884589
16800 -42.715370391026
16850 -42.716689565220335
16900 -42.71802009353054
16950 -42.7193621199063
17000 -42.72071579024623
17050 -42.72208125250087
17100 -42.72345865677811
17150 -42.7248481554511
17200 -42.726249903268894
17250 -42.727664057470115
17300 -42.72909077789953
17350 -42.73053022712809
17400 -42.73198257057622
17450 -42.73344797664078
17500 -42.7349266168257
17550 -42.73641866587657
17600 -42.737924301919016
17650 -42.739443706601506
17700 -42.74097706524212
17750 -42.742524566979874
17800 -42.74408640493045
17850 -42.74566277634651
17900 -42.74725388278273
17950 -42.748859930265624
18000 -42.750481129468255
18050 -42.75211769588993
18100 -42.75376985004104
18150 -42.755437817633016
18200 -42.757121829773695
18250 -42.75882212316799
18300 -42.7605389403242
18350 -42.76227252976595
18400 -42.76402314624987
18450 -42.765791050989364
18500 -42.76757651188448
18550 -42.76937980375806
18600 -42.77120120859857
18650 -42.77304101580968
18700 -42.774899522466995
18750 -42.776777033582256
18800 -42.77867386237533
18850 -42.7805903305545
18900 -42.78252676860552
18950 -42.784483516089935
19000 -42.7864609219534
19050 -42.788459344844625
19100 -42.79047915344586
19150 -42.792520726815695
19200 -42.79458445474534
19250 -42.79667073812951
19300 -42.79877998935313
19350 -42.80091263269547
19400 -42.80306910475322
19450 -42.80524985488431
19500 -42.80745534567463
19550 -42.80968605342972
19600 -42.811942468694006
19650 -42.81422509680027
19700 -42.816534458452445
19750 -42.8188710903449
19800 -42.82123554582209
19850 -42.82362839558232
19900 -42.82605022843011
19950 -42.82850165208197
20000 -42.83098329403065
20050 -42.83349580247364
20100 -42.836039847311895
20150 -42.83861612122563
20200 -42.84122534083419
20250 -42.84386824794806
20300 -42.84654561092105
20350 -42.84925822611222
20400 -42.85200691946709
20450 -42.85479254822886
20500 -42.85761600279123
20550 -42.86047820870512
20600 -42.8633801288529
20650 -42.86632276580467
20700 -42.86930716437237
20750 -42.87233441437914
20800 -42.87540565366251
20850 -42.8785220713321
20900 -42.88168491130427
20950 -42.884895476138325
21000 -42.8881551312016
21050 -42.89146530919339
21100 -42.894827515060925
21150 -42.89824333134443
21200 -42.90171442399249
21250 -42.905242548693465
21300 -42.90882955777468
21350 -42.91247740772695
21400 -42.91618816741961
21450 -42.919964027078976
21500 -42.92380730811322
21550 -42.92772047387689
21600 -42.931706141481115
21650 -42.93576709476931
21700 -42.939906298595176
21750 -42.94412691455745
21800 -42.94843231836846
21850 -42.952826119057065
21900 -42.95731218023563
21950 -42.9618946436928
22000 -42.966577955611484
22050 -42.971366895754684
22100 -42.97626661001188
22150 -42.9812826467566
22200 -42.986420997533116
22250 -42.99168814266908
22300 -42.99709110250215
22350 -43.00263749501721
22400 -43.00833560081755
22450 -43.014194436503885
22500 -43.02022383771422
22550 -43.026434553290756
22600 -43.032838352295315
22650 -43.03944814590089
22700 -43.046278126553446
22750 -43.05334392723731
22800 -43.06066280420035
22850 -43.068253847112175
22900 -43.07613822134523
22950 -43.08433944788155
23000 -43.092883727228255
23050 -43.101800314609264
23100 -43.11112195444902
23150 -43.12088538251363
23200 -43.13113190354609
23250 -43.14190804998549
23300 -43.15326632195668
23350 -43.16526599775868
23400 -43.177973983654255
23450 -43.19146563569939
23500 -43.20582542532938
23550 -43.22114722135636
23600 -43.23753380789151
23650 -43.25509503656622
23700 -43.27394372556104
23750 -43.2941881219398
23800 -43.31591960391059
23850 -43.339194664590366
23900 -43.36401161350692
23950 -43.390285274257295
24000 -43.41782681205051
24050 -43.44633855020954
24100 -43.47543181593154
24150 -43.50466782706023
